premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Squirrels have few natural predators. Squirrels that live close to humans are squirrels. Goqs are squirrels that live close to humans.,Goqs have few natural predators.,Squirrels that live close to humans do not have few natural predators.,W,Squirrels have few natural predators.,Squirrels,Goqs,2,W-case,Real
Squirrels have few natural predators. Yebs are squirrels. Goqs are Yebs.,Goqs have few natural predators.,Yebs have few natural predators,S,Squirrels have few natural predators.,Squirrels,Goqs,2,S-case,Nonsense
Squirrels have few natural predators. Yebs are squirrels. Goqs are Yebs.,Goqs have few natural predators.,Yebs do not have few natural predators,W,Squirrels have few natural predators.,Squirrels,Goqs,2,W-case,Nonsense
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,A hydrogen peroxide (h2o2) is an oxygen. A hydrogen peroxide (h2o2) come from water.,S,Oxygen comes from water.,Oxygen,Dofiks,1,S-case,Real
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,A Yeb is an oxygen. A Yeb come from water.,S,Oxygen comes from water.,Oxygen,Dofiks,1,S-case,Nonsense
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,Oxygenated blood are oxygens. Oxygenated blood does not come from water.,W,Oxygen comes from water.,Oxygen,Dofiks,1,W-case,Real
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,A Yeb is an oxygen. Yebs does not come from water.,W,Oxygen comes from water.,Oxygen,Dofiks,1,W-case,Nonsense
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,Hydrogen peroxide are not oxygens. Hydrogen peroxide comes from water.,N,Oxygen comes from water.,Oxygen,Dofiks,1,S-alt,Real
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,A Yeb is not an oxygen. A Yeb come from water.,N,Oxygen comes from water.,Oxygen,Dofiks,1,S-alt,Nonsense
Oxygen comes from water. A Dofik is an oxygen.,A Dofik comes from water.,Oxygen comes from the air.,N,Oxygen comes from water.,Oxygen,Dofiks,1,N-prop,Real
Oxygen comes from water. A hydrogen peroxide (h2o2) is an oxygen. A Dofik is a hydrogen peroxide (h2o2).,A Dofik comes from water.,A hydrogen peroxide (h2o2) come from water.,S,Oxygen comes from water.,Oxygen,Dofiks,2,S-case,Real
Oxygen comes from water. Oxygenated blood are oxygens. Dofiks are oxygenated blood.,A Dofik comes from water.,Oxygenated blood does not come from water.,W,Oxygen comes from water.,Oxygen,Dofiks,2,W-case,Real
Oxygen comes from water. A Wumox is an oxygen. A Dofik is a Wumox.,A Dofik comes from water.,A Wumox come from water,S,Oxygen comes from water.,Oxygen,Dofiks,2,S-case,Nonsense
Oxygen comes from water. A Wumox is an oxygen. A Dofik is a Wumox.,A Dofik comes from water.,Wumoxes does not come from water,W,Oxygen comes from water.,Oxygen,Dofiks,2,W-case,Nonsense
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,A wolverine is a carnivorous wolf. A wolverine feeds on rodents.,S,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,S-case,Real
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,A Bafu is a carnivorous wolf. A Bafu feeds on rodents.,S,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,S-case,Nonsense
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,"Carnivorous wolves that feed on elk, deer, and moose; are carnivorous wolves. Carnivorous wolves that feed on elk, deer, and moose; do not feed on rodents.",W,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,W-case,Real
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,A Bafu is a carnivorous wolf. Bafus do not feed on rodents.,W,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,W-case,Nonsense
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,"Birds of prey, such as eagles and hawks, are not carnivorous wolves. Birds of prey, such as eagles and hawks, feed on rodents.",N,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,S-alt,Real
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,A Bafu is not a carnivorous wolf. A Bafu feeds on rodents.,N,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,S-alt,Nonsense
Carnivorous wolves feed on rodents. A Wumox is a carnivorous wolf.,A Wumox feeds on rodents.,Carnivorous wolves feed on other carnivorous wolves.,N,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,1,N-prop,Real
Carnivorous wolves feed on rodents. A wolverine is a carnivorous wolf. A Wumox is a wolverine.,A Wumox feeds on rodents.,A wolverine feeds on rodents.,S,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,2,S-case,Real
"Carnivorous wolves feed on rodents. Carnivorous wolves that feed on elk, deer, and moose; are carnivorous wolves. Wumoxes are carnivorous wolves that feed on elk, deer, and moose;.",A Wumox feeds on rodents.,"Carnivorous wolves that feed on elk, deer, and moose; do not feed on rodents.",W,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,2,W-case,Real
Carnivorous wolves feed on rodents. A Goq is a carnivorous wolf. A Wumox is a Goq.,A Wumox feeds on rodents.,A Goq feeds on rodents,S,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,2,S-case,Nonsense
Carnivorous wolves feed on rodents. A Goq is a carnivorous wolf. A Wumox is a Goq.,A Wumox feeds on rodents.,Goqs do not feed on rodents,W,Carnivorous wolves feed on rodents.,Carnivorous wolves,Wumoxes,2,W-case,Nonsense
Cheetahs has-part mouths. Goqs are cheetahs.,Goqs have - part mouths.,Cheetahs with no teeth are cheetahs. Cheetahs with no teeth have - part mouths.,S,Cheetahs has-part mouths.,Cheetahs,Goqs,1,S-case,Real
Cheetahs has-part mouths. Goqs are cheetahs.,Goqs have - part mouths.,Dofiks are cheetahs. Dofiks have - part mouths.,S,Cheetahs has-part mouths.,Cheetahs,Goqs,1,S-case,Nonsense
Cheetahs has-part mouths. Goqs are cheetahs.,Goqs have - part mouths.,Cheetahs that are adults are cheetahs. Cheetahs that are adults do not have - part mouths.,W,Cheetahs has-part mouths.,Cheetahs,Goqs,1,W-case,Real
Cheetahs has-part mouths. Goqs are cheetahs.,Goqs have - part mouths.,Dofiks are cheetahs. Dofiks do not have - part mouths.,W,Cheetahs has-part mouths.,Cheetahs,Goqs,1,W-case,Nonsense
Cheetahs has-part mouths. Goqs are cheetahs.,Goqs have - part mouths.,Cheetahs have four legs.,N,Cheetahs has-part mouths.,Cheetahs,Goqs,1,N-prop,Real
Cheetahs has-part mouths. Cheetahs with no teeth are cheetahs. Goqs are cheetahs with no teeth.,Goqs have - part mouths.,Cheetahs with no teeth have - part mouths.,S,Cheetahs has-part mouths.,Cheetahs,Goqs,2,S-case,Real
Cheetahs has-part mouths. Cheetahs that are adults are cheetahs. Goqs are cheetahs that are adults.,Goqs have - part mouths.,Cheetahs that are adults do not have - part mouths.,W,Cheetahs has-part mouths.,Cheetahs,Goqs,2,W-case,Real
Cheetahs has-part mouths. Yebs are cheetahs. Goqs are Yebs.,Goqs have - part mouths.,Yebs have - part mouths,S,Cheetahs has-part mouths.,Cheetahs,Goqs,2,S-case,Nonsense
Cheetahs has-part mouths. Yebs are cheetahs. Goqs are Yebs.,Goqs have - part mouths.,Yebs do not have - part mouths,W,Cheetahs has-part mouths.,Cheetahs,Goqs,2,W-case,Nonsense
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,An allergic rhinitis is a respiratory allergy. An allergic rhinitis is caused by pollen.,S,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,S-case,Real
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,A Wumox is a respiratory allergy. A Wumox is caused by pollen.,S,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,S-case,Nonsense
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,"Respiratory allergies that are caused by dust, pet dander, smoke, or other environmental factors are respiratory allergies. Respiratory allergies that are caused by dust, pet dander, smoke, or other environmental factors are not caused by pollen.",W,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,W-case,Real
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,A Wumox is a respiratory allergy. Wumoxes are not caused by pollen.,W,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,W-case,Nonsense
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,Allergic rhinitis are not respiratory allergies. Allergic rhinitis is caused by pollen.,N,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,S-alt,Real
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,A Wumox is not a respiratory allergy. A Wumox is caused by pollen.,N,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,S-alt,Nonsense
Respiratory allergies are caused by pollen. A Yeb is a respiratory allergy.,A Yeb is caused by pollen.,Respiratory allergies are caused by dust mites.,N,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,1,N-prop,Real
Respiratory allergies are caused by pollen. An allergic rhinitis is a respiratory allergy. A Yeb is an allergic rhinitis.,A Yeb is caused by pollen.,An allergic rhinitis is caused by pollen.,S,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,2,S-case,Real
"Respiratory allergies are caused by pollen. Respiratory allergies that are caused by dust, pet dander, smoke, or other environmental factors are respiratory allergies. Yebs are respiratory allergies that are caused by dust, pet dander, smoke, or other environmental factors.",A Yeb is caused by pollen.,"Respiratory allergies that are caused by dust, pet dander, smoke, or other environmental factors are not caused by pollen.",W,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,2,W-case,Real
Respiratory allergies are caused by pollen. A Bafu is a respiratory allergy. A Yeb is a Bafu.,A Yeb is caused by pollen.,A Bafu is caused by pollen,S,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,2,S-case,Nonsense
Respiratory allergies are caused by pollen. A Bafu is a respiratory allergy. A Yeb is a Bafu.,A Yeb is caused by pollen.,Bafus are not caused by pollen,W,Respiratory allergies are caused by pollen.,Respiratory allergies,Yebs,2,W-case,Nonsense
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,A ground squirrel is a squirrel. A ground squirrels have limbs.,S,Squirrels have limbs.,Squirrels,Yebs,1,S-case,Real
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,A Wumox is a squirrel. A Wumox s have limbs.,S,Squirrels have limbs.,Squirrels,Yebs,1,S-case,Nonsense
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,Squirrels that lose a limb either in an accident or because of a disease are squirrels. Squirrels that lose a limb either in an accident or because of a disease do not have limbs.,W,Squirrels have limbs.,Squirrels,Yebs,1,W-case,Real
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,A Wumox is a squirrel. Wumoxes do not have limbs.,W,Squirrels have limbs.,Squirrels,Yebs,1,W-case,Nonsense
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,Octopuses are not squirrels. Octopuses have limbs.,N,Squirrels have limbs.,Squirrels,Yebs,1,S-alt,Real
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,A Wumox is not a squirrel. A Wumox s have limbs.,N,Squirrels have limbs.,Squirrels,Yebs,1,S-alt,Nonsense
Squirrels have limbs. A Yeb is a squirrel.,A Yeb has limbs.,Squirrels have a brain.,N,Squirrels have limbs.,Squirrels,Yebs,1,N-prop,Real
Squirrels have limbs. A ground squirrel is a squirrel. A Yeb is a ground squirrel.,A Yeb has limbs.,A ground squirrels have limbs.,S,Squirrels have limbs.,Squirrels,Yebs,2,S-case,Real
Squirrels have limbs. Squirrels that lose a limb either in an accident or because of a disease are squirrels. Yebs are squirrels that lose a limb either in an accident or because of a disease.,A Yeb has limbs.,Squirrels that lose a limb either in an accident or because of a disease do not have limbs.,W,Squirrels have limbs.,Squirrels,Yebs,2,W-case,Real
Squirrels have limbs. A Bafu is a squirrel. A Yeb is a Bafu.,A Yeb has limbs.,A Bafu s have limbs,S,Squirrels have limbs.,Squirrels,Yebs,2,S-case,Nonsense
Squirrels have limbs. A Bafu is a squirrel. A Yeb is a Bafu.,A Yeb has limbs.,Bafus do not have limbs,W,Squirrels have limbs.,Squirrels,Yebs,2,W-case,Nonsense
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Nine-banded armadillos are hairy armadillos. Nine-banded armadillos reach sexual maturity.,S,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,S-case,Real
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Yebs are hairy armadillos. Yebs reach sexual maturity.,S,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,S-case,Nonsense
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Hairy armadillos that do not get enough to eat are hairy armadillos. Hairy armadillos that do not get enough to eat do not reach sexual maturity.,W,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,W-case,Real
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Yebs are hairy armadillos. Yebs do not reach sexual maturity.,W,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,W-case,Nonsense
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Lobsters are not hairy armadillos. Lobsters reach sexual maturity at 5 years old.,N,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,S-alt,Real
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Yebs are not hairy armadillos. Yebs reach sexual maturity.,N,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,S-alt,Nonsense
Hairy armadillos reach sexual maturity. Dofiks are hairy armadillos.,Dofiks reach sexual maturity.,Hairy armadillos reach a length of 10-12 inches.,N,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,1,N-prop,Real
Hairy armadillos reach sexual maturity. Nine-banded armadillos are hairy armadillos. Dofiks are nine-banded armadillos.,Dofiks reach sexual maturity.,Nine-banded armadillos reach sexual maturity.,S,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,2,S-case,Real
Hairy armadillos reach sexual maturity. Hairy armadillos that do not get enough to eat are hairy armadillos. Dofiks are hairy armadillos that do not get enough to eat.,Dofiks reach sexual maturity.,Hairy armadillos that do not get enough to eat do not reach sexual maturity.,W,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,2,W-case,Real
Hairy armadillos reach sexual maturity. Wumoxes are hairy armadillos. Dofiks are Wumoxes.,Dofiks reach sexual maturity.,Wumoxes reach sexual maturity,S,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,2,S-case,Nonsense
Hairy armadillos reach sexual maturity. Wumoxes are hairy armadillos. Dofiks are Wumoxes.,Dofiks reach sexual maturity.,Wumoxes do not reach sexual maturity,W,Hairy armadillos reach sexual maturity.,Hairy armadillos,Dofiks,2,W-case,Nonsense
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,A dalmatian is a dog. A dalmatian has eyes.,S,Dogs have eyes.,Dogs,Wumoxes,1,S-case,Real
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,A Bafu is a dog. A Bafu has eyes.,S,Dogs have eyes.,Dogs,Wumoxes,1,S-case,Nonsense
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,Dogs that have to have their eyes removed because of an injury or cancer are dogs. Dogs that have to have their eyes removed because of an injury or cancer do not have eyes.,W,Dogs have eyes.,Dogs,Wumoxes,1,W-case,Real
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,A Bafu is a dog. Bafus do not have eyes.,W,Dogs have eyes.,Dogs,Wumoxes,1,W-case,Nonsense
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,Snakes are not dogs. Snakes have eyes.,N,Dogs have eyes.,Dogs,Wumoxes,1,S-alt,Real
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,A Bafu is not a dog. A Bafu has eyes.,N,Dogs have eyes.,Dogs,Wumoxes,1,S-alt,Nonsense
Dogs have eyes. A Wumox is a dog.,A Wumox has eyes.,Dogs have four legs.,N,Dogs have eyes.,Dogs,Wumoxes,1,N-prop,Real
Dogs have eyes. A dalmatian is a dog. A Wumox is a dalmatian.,A Wumox has eyes.,A dalmatian has eyes.,S,Dogs have eyes.,Dogs,Wumoxes,2,S-case,Real
